Campaign Name,Community Name,Heading,Sub-Heading,Country,Code,Zakat Eligibility
Help Sabreena & family raise funds to sponsor an orphan for a year.,Sisters'Â ProjectÂ Team,Sponsorships,Orphan Sponsorship,"Syria,Gaza",SPN-ALL-ORP,Zakat
Shagufta's Syria & Gaza Appeal,Syrian & Gazan Challenge,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
We will never forget Palestine,Sisters'Â ProjectÂ Team,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Zaynabâ€™s Fundraiser for Syria,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Abu Zaid's Syrian & Gazan Challenge,Team West Midlands,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Aniqaâ€™s Fundraiser for the Rethink Village Campaign in Syria,Ramadan 2024: Rethink Village,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Umm Ayaans fundraiser,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Atiq's Rethink Village Syria,Ramadan 2024: Rethink Village,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Aisha Syria & Gaza Appeal,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Zaman Qayyum's Syrian & Gazan Challenge,Team Leicester,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Striving For Jannah Challenge,Syrian & Gazan Challenge,Sponsorships,Orphan Sponsorship,"Syria,Gaza",SPN-MTC-ORP,Zakat
Maryam's Campaign for Syria,Ramadan 2024: Rethink Village,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Dua 4 Syria,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Mohammad Javed for Syria,Syria's MostÂ Needy,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Ameen Tutor's Fundraiser for Syria,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Ghazy Rethink Village,Team Sharif and Zuhda,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Dr Amina's Syrian & Gazan Challenge Remembering our ummah at large,Sisters'Â ProjectÂ Team,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
"Qutaybah, Usamah, Miqdad, Rufaydah & BaybersÂ forÂ AsÂ Shaam!",Sisters'Â ProjectÂ Team,Sponsorships,Orphan Sponsorship,"Syria,Gaza",MST-ALL,Zakat
Tania's Syria Gaza Appeal,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Nazia's Syrian & Gazan Challenge,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Umm Ruqayyah Family Sponsorship,Syrian & Gazan Challenge,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Servant of Allah (swt),Ramadan 2024: Rethink Village,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Support Syrian & Gazan Families,Sisters'Â ProjectÂ Team,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Syria Village Ramadan 2024,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Rekha's Homes4Syria,Ramadan 2024: Rethink Village,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Help Shahla Raise for Syria & Gaza,Syrian & Gazan Challenge,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Eesa & Layth's DeploymentÂ MarchÂ 2024,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
For the children,Sisters'Â ProjectÂ Team,Seasonal & Annual Campaigns,Iftar,"Syria,Gaza",SEA-ALL-IFT,Zakat
Give Your Zakat al Fitr to Syriaâ€™s Most Needy!,Rethink Charity,Seasonal & Annual Campaigns,Fitrana,Syria,SEA-SYR-FIT,Zakat
Yassar's Village in Syria,Ramadan 2024: Rethink Village,Village Project,Village Houses,Syria,VIL-SYR-HOU,Non-Zakat
Naila's Gaza Appeal,Syrian & Gazan Challenge,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Assim Family Syria Fundraiser,Syrian & Gazan Challenge,Seasonal & Annual Campaigns,Qurbani,General / Multi-Country,SEA-ALL-QUR,Zakat
Sandy's Fundraiser,Ramadan 2024: Rethink Village,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Abdullah's Syrian & Gazan Challenge,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Tausif's Syria&Gaza Challenge,Sisters'Â ProjectÂ Team,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Syria's Most Needy,Syria's MostÂ Needy,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Aadam and Idrees - AnsÄr of the Ummah for The Liberated Lands!,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Idris - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Assim Family Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Khalifa Family & Friends,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Jamila's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Tanbir - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Yunus Family Greater Shaam Project,The Greater Shaam Project,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Abdul Rashid - AnsÄr of the Ummah for The Liberated Lands!,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Hanif - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Elias Ahmed - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Aali Imran,The Greater Shaam Project,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Lighting the Path for a brighter future with Misbah,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Farah's Last 10 Days Appeal!,TEAM SISTERS' PROJECT,Masjid General,Unassigned,Syria,MAS-SYR,Non-Zakat
Adil - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Shof - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Fayez,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Hamid Ali - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Mehenaz - AnsÄrÄ«yyah of the Ummah,AnsÄrÄ«yyah of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Rumal Rouf - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Muhammad - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
MHD for The Liberated Lands!,THE LIBERATED LANDS - CANADA,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Mohammad - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Tanvir - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Abdus Samad Ahmed - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Sabs For Greater Shaam,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Help4syria,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
"Urgent Campaign: Syria, Afghanistan and Gaza",AnsÄrÄ«yyah of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Ashamed - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Mohammad Hanif Ahmed - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Abid - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Najma,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
"Rajons Gaza, Syria, Afghanistan Fundraiser",AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Nazmin - AnsÄrÄ«yyah of the Ummah,AnsÄrÄ«yyah of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Rafi Uddin,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Fjolla Halimi,AnsÄrÄ«yyah of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Omar Algaf - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Abu Ayub - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Abdul Wahab raising for charity with AnsÄr of The Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Captoirs studio,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Build your Legacy in the Liberated Lands!,THE LIBERATED LANDS CHALLENGE AUD,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Shakz - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Malaika - AnsÄrÄ«yyah of the Ummah,AnsÄrÄ«yyah of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
YM,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Shamima And Sophina's Greater Shaam project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Rez - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Hafsa - AnsÄrÄ«yyah of the Ummah,AnsÄrÄ«yyah of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Hasnan's Greater Shaam Project,The Greater Shaam Project,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Usama for The Liberated Lands!,TEAM SHARE THE KHAIR!,Sponsorships,Unassigned,"Syria,Afghanistan,Gaza",SPN-ALL,Zakat
Dawoud Abdurrahman - AnsÄr of the Ummah,AnsÄr of the Ummah,Sponsorships,Unassigned,"Syria,Afghanistan,Gaza",SPN-ALL,Zakat
Amdad - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Seeker Of Shade - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Somayya's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Hamzah - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Shafin - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Sabiha's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Aisha's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Javed's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
MontrealHelpsFreeSyria,The Greater Shaam Project,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Jumainah - AnsÄrÄ«yyah of the Ummah,AnsÄrÄ«yyah of the Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Hussein Al Husseini for The Liberated Lands!,TEAM SHARE THE KHAIR!,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Imran for The Liberated Lands!,TEAM SHARE THE KHAIR!,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Rising Ummah,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Sarah for The Liberated Lands!,THE LIBERATED LANDS CHALLENGE!,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Syria Legacy Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Ever So Special's LAST 10 DAYS APPEAL,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Help Isa raise for the Greater Shaam Project this Ramadan,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Qais - AnsÄr of the Ummah for The Liberated Lands!,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Zubair for The Liberated Lands!,THE LIBERATED LANDS CHALLENGE!,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Akhi Omar for The Liberated Lands!,TEAM INFLUENCERS,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Earning a smile is greater than sleep!,THE LIBERATED LANDS CHALLENGE!,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Mahir Ahmed for The Liberated Lands!,Team East London,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Rabius Suni - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Feed Syria,The Greater Shaam Project,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Amina for The Greater Shaam Project,The Greater Shaam Project,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Muslims In Need,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
remorsefulsoul - AnsÄrÄ«yyah of the Ummah,AnsÄrÄ«yyah of the Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Support Our Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Murad's Greater Shaam Project,The Greater Shaam Project,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Jameel - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Sadaqah Jaariyah Julfa Islam,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Umm 'Abdullah - AnsÄrÄ«yyah of the Ummah,AnsÄrÄ«yyah of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Raziya's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Mahdi's Greater shaam project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Aliyyah and Haniyya Abubakkar,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Syria fundraiser,The Greater Shaam Project,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Farhan - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Syria & Gaza Emergency Appeal,Syrian & Gazan Challenge,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Jamal - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Umair Ali's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Zakaria Ahmed - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Bilaad Ash Shaam Ramadan 2025,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
TheMuslimStrongMan,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Ninj.Hnic,The Greater Shaam Project,Sponsorships,Unassigned,General / Multi-Country,SPN-ALL,Zakat
Amatullah for The Liberated Lands!,TEAM SHARE THE KHAIR!,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Nazma - AnsÄrÄ«yyah of the Ummah,AnsÄrÄ«yyah of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Zahrah and Zakariaâ€™s fundraising page,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Ishrat's page for The Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Tania for The Greater Shaam!,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
OCS Liberated Lands Challenge!,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Farida's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Astracia's Last 10 Days Appeal!,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Ø§Ù„Ø§Ø±Ø¶ Ù‚Ù„Ø¨ Ø§Ù„Ù…Ø¤Ù…Ù†ÙŠÙ†,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
DESA for The Liberated Lands!,THE LIBERATED LANDS CHALLENGE!,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Ramadan Challenge,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Anayet - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Dr Amina's LAST 10 DAYS APPEAL!,TEAM SISTERS' PROJECT,Masjid General,Unassigned,Syria,MAS-SYR,Non-Zakat
Building A New Syria Together-2025,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Habib - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Abzventure for Syria,The Greater Shaam Project,Sponsorships,Unassigned,Syria,SPN-SYR,Zakat
Ahsan & Hannah Fundraiser,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Slough Syria Appeal,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Istighfar Benefits - AnsÄrÄ«yyah of the Ummah,AnsÄrÄ«yyah of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Sohail Osman's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza",MST-SYR,Zakat
Naz - Tour-du-Maroc,Tour-du-Maroc,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Fatima's Greater Shaam Project,The Greater Shaam Project,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Abdur-Rahman - AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Toys2syria,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
MALEEKA'S LAST 10 DAYS APPEAL,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Non-Zakat
Qanwals & Ayeshas fundraiser Hope for Orphans: Rebuilding Gaza & Syria.,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Ebrahim -  AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Homeschooling With Husseins Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Redwan for The Liberated Lands!,THE LIBERATED LANDS CHALLENGE!,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Fundraising for Gaza Refugees in Egypt,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,"Gaza,Syria",MST-GAZ,Zakat
Brunel's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Falainstitute for the Liberated Lands!,TEAM SHARE THE KHAIR!,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Ubu Ayaan and Umm Ayaan's Greater Shaam Project,The Greater Shaam Project,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Shagufta for The Liberated Lands!,THE LIBERATED LANDS CHALLENGE!,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Amira and Zahira's Greater Shaam Project,The Greater Shaam Project,General Fund,Unassigned,General / Multi-Country,MST-MTC,Zakat
Tahira's fundraising page,TEAM SISTERS' PROJECT,Masjid General,Unassigned,Syria,MAS-SYR,Non-Zakat
Heal the wounds of war - Donate Today,THE LIBERATED LANDS CHALLENGE!,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Ramadan Fundraiser 2025,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
The Ummah Welfare Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Syam -  AnsÄr of the Ummah,AnsÄr of the Ummah,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Help raise money for the Ummah of Ghouta in Syria,TEAM SISTERS' PROJECT,Masjid General,Unassigned,Syria,MAS-SYR,Non-Zakat
Fatimaâ€™s Fundraiser,TEAM SISTERS' PROJECT,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Hanifah for Survivors,Empower Syriaâ€™s Most Vulnerable â€“ Sponsorships,Sponsorships,Orphan Sponsorship,Syria,SPN-SYR-ORP,Zakat
Yassar's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Building our Belief with masjid Ghouta,TEAM SISTERS' PROJECT,Village Project,Village Masjid / Village Mosque,Syria,VIL-SYR-MOS,Non-Zakat
Surraiya's Page,The Greater Shaam Project,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
Our Al Shaam Affair,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Working together for support,Empower Syriaâ€™s Most Vulnerable â€“ Sponsorships,Sponsorships,Unassigned,Syria,SPN-SYR,Zakat
Ameenah for The Liberated Lands!,TEAM INFLUENCERS,Sponsorships,Unassigned,"Syria,Afghanistan,Gaza",SPN-ALL,Zakat
Zuber - Tour-du-Maroc,Tour-du-Maroc,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Mohammod Ikram for The Liberated Lands!,Team East London,General Fund,Most Needed / Flexible Allocation,"Syria,Gaza,Afghanistan",MST-SYR,Zakat
Help Faroukh Empower Syriaâ€™s Most Vulnerable â€“ Sponsorship,Empower Syriaâ€™s Most Vulnerable â€“ Sponsorships,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
The Shaam Super Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Mohsin Khan's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
"Qutaybah, Usamah, Miqdad, Rufaydah & Baybers for As Shaam!",TEAM SISTERS' PROJECT,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
Let's Rebuild Syria,TEAM SISTERS' PROJECT,Sponsorships,Unassigned,Syria,SPN-SYR,Zakat
Yasir's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
Help Shaam Heal,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Asim4Syria,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Mariam's Greater Shaam Project,The Greater Shaam Project,Sponsorships,Unassigned,Syria,SPN-SYR,Zakat
Moazzam Begg's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,Syria,MST-SYR,Zakat
The Aid Project (TAP),The Greater Shaam Project,Sponsorships,Unassigned,General / Multi-Country,SPN-ALL,Zakat
Zamaan's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
Deniz's Greater Shaam Project,The Greater Shaam Project,General Fund,Most Needed / Flexible Allocation,General / Multi-Country,MST-MTC,Zakat
